Observation,power,water,hotwater,prediction,gas,electricity,heating
23,,5093.665852801417,0.1063999999999979,1,0.1348,,0.539
2779,-6401.029242982708,1744.5591947071268,0.1050999999999996,0,0.1794,0.6774,0.1846
4256,-9359.395858060338,5387.511690912964,0.02915,1,0.0583,0.9904,0.5701
4722,-8018.022393554692,1748.3027174272463,0.4659090865842058,0,0.9203,0.8485,0.185
33,,7736.031660711019,0.5074500000000002,1,0.9999,,0.8186
10146,-2241.0377479118656,,0.46225000000000716,1,0.8179,0.2372,
8048,-3054.7428199827414,6406.2750014732455,0.1739999999999987,1,0.2616,0.3233,0.6779
5024,-1448.7379448974718,7198.190104487642,0.43305000000000027,1,0.8481,0.1534,0.7617
1831,-7321.600636939773,3394.537919603467,0.3247499999999975,1,0.5559,0.7748,0.3592
8938,-9215.034079947942,4949.99197468902,0.22039999999999552,1,0.4248,0.9752,0.5238
5003,-1155.714318484032,3643.1511962058366,0.1529999999999977,1,0.301,0.1224,0.3855
1953,-6817.024390150171,1308.0225901812912,0.15844999999999979,1,0.3015,0.7214,0.1384
7929,-4929.6260290287555,2358.0708867791345,0.19235000000000152,1,0.3769,0.5217,0.2495
4766,-1134.557184536971,671.934393282383,0.3126590865842058,0,0.6138,0.1201,0.0711
9549,-1009.3975052773118,2448.5470097974894,0.20679999999999732,1,0.3778,0.1069,0.2591
6609,,7945.690757690966,0.1993500000000012,0,0.3815,,0.8408
6686,-5911.713183362832,1653.7790716887712,0.4126999999999997,0,0.816,0.6256,0.175
7381,-5072.682795443044,8359.573481462214,0.17385,0,0.3477,0.5368,0.8846
9342,-3850.5226697895678,,0.46264999999999973,0,0.9159,0.4075,
7544,,2546.9059264007083,0.2140999999999953,1,0.3754,,0.2695
4699,,2977.7629366655847,0.2066090865842058,0,0.4017,,0.3151
9284,-1114.6738037672862,369.50867396017696,0.2849500000000035,0,0.5577,0.118,0.0391
8809,-6426.69455883162,3737.5212660166235,0.39465,0,0.7893,0.6801,0.3955
3517,,5337.426070913246,0.372,0,0.744,,0.5648
3592,-7144.058437695492,2541.160156212061,0.38160000000000555,0,0.7466,0.756,0.2689
2241,,6665.225106754803,0.4744499999999991,1,0.8415,,0.7053
5599,-8695.397645988614,9128.882003722018,0.2982000000000017,1,0.5064,0.9202,0.966
6885,-8217.411726746033,8789.553804101293,0.3921,0,0.7842,0.8696,0.9301
10217,-4726.298513935563,8386.99272070734,0.1928499999999929,0,0.3827,0.5002,0.8875
10119,-8279.702498821152,4393.387484503484,0.4290500000000176,0,0.8519,0.8762,0.4649
933,-5684.680375816943,8116.74057504849,0.5047000000000026,0,0.972,0.6016,0.8589
2616,-1417.037547161804,,0.3373500000000031,1,0.5829,0.15,
2913,-787.0547445238553,5783.471592420161,0.448,0,0.896,0.0833,0.612
2126,,6943.000945998517,0.3125999999999981,0,0.6206,,0.7347
8916,-4535.536150917773,5847.747887891496,0.0653499999999969,0,0.1189,0.48,0.6188
5898,-1474.6232607463842,7768.032858446686,0.298999999999998,1,0.4988,0.1561,0.822
9129,-5661.067072893041,4890.468892682045,0.34951963350784776,0,0.6707,0.5991,0.5175
5430,-8387.988844103558,7367.36389844895,0.1953999999999953,1,0.3106,0.8877,0.7796
3729,-4040.38002110925,2154.765271685942,0.1976499999999894,1,0.3771,0.4276,0.228
4979,-6184.511564116005,8938.893752402337,0.0627499999999977,0,0.1205,0.6545,0.9459
5311,-5824.302107136907,4823.388807142565,0.3766000000000006,1,0.7446,0.6164,0.5104
10022,-5080.132889027906,4428.328817333476,0.20970000000001351,0,0.4066,0.5376,0.4686
5656,-6543.786009396996,2880.4252558327858,0.1759000000000062,0,0.348,0.6925,0.3048
5467,-8815.194131648313,4256.4089882778435,0.433300000000009,1,0.8378,0.9329,0.4504
4733,-91.264269825883,1355.1778510143727,0.2544090865842058,0,0.4973,0.0097,0.1434
6586,-1616.4150154625645,7997.664701086899,0.13885000000001052,0,0.2685,0.1711,0.8463
8167,-6232.667160719506,9005.993582967996,0.3508500000000062,0,0.6491,0.6596,0.953
1827,-9067.972255043114,8981.405178817191,0.31620000000000115,1,0.548,0.9596,0.9504
8992,-976.8520958435371,2148.959101497295,0.0338499999999929,0,0.0159,0.1034,0.2274
9609,-2854.3903399838737,4565.526613559117,0.32535000000000447,1,0.6333,0.3021,0.4831
946,-6626.132027132381,3815.1866252614686,0.1775999999999986,1,0.354,0.7012,0.4037
6970,-4277.673909076952,8874.628887494006,0.1276890080429015,0,0.2332,0.4527,0.9391
599,-6105.350581474944,6550.848491283751,0.35935000000000095,1,0.5671,0.6461,0.6932
365,,3606.1646399796296,0.0665,0,0.133,,0.3816
8201,-404.8800184882753,7734.937049012911,0.4453499999999908,0,0.8493,0.0429,0.8185
224,-3951.40892148711,8724.39359693185,0.4831999999999991,1,0.859,0.4182,0.9232
10109,-4313.508401862424,525.4595041479754,0.2150000000000004,1,0.3084,0.4565,0.0556
5270,-227.44781924399635,7399.441596184618,0.2931,0,0.5862,0.0241,0.783
1194,-8430.85437051841,2437.2925694201954,0.2413499999999949,1,0.4479,0.8922,0.2579
4976,,3082.72135922787,0.2335999999999976,1,0.3646,,0.3262
7328,,4054.1494848827597,0.5381499999999952,1,0.9747,,0.429
5940,,6297.560756190842,0.4469,0,0.8938,,0.6664
1013,-781.3346743352079,2736.75387772039,0.04115,0,0.0823,0.0827,0.2896
721,-3282.6306392267384,9135.458285608773,0.3271500000000007,1,0.5147,0.3474,0.9667
10213,-3750.5114297901337,1895.769766404386,0.5212500000000063,1,0.8589,0.3969,0.2006
2854,,900.5996482967995,0.29385,0,0.5877,,0.0953
4202,-2719.4736671544483,1512.0295169725912,0.1887499999999986,0,0.3733,0.2878,0.16
4765,-8768.361681852339,4191.157957036089,0.1237090865842058,0,0.2359,0.9279,0.4435
8496,-2825.1349773425295,4623.942638841805,0.2295499999999964,0,0.4439,0.299,0.4893
4282,-5284.505415819206,6741.713454301541,0.42695,1,0.8539,0.5592,0.7134
1414,-4721.763455445023,6173.77572373871,0.2780999999999959,0,0.5466,0.4997,0.6533
3108,-1247.2154415023876,9050.377732779067,0.2082499999999981,0,0.4149,0.132,0.9577
5917,-2495.3558947028832,8145.115325991726,0.17149999999999402,0,0.28,0.2641,0.8619
6537,-6794.054109395581,5776.910210533406,0.1184499999999942,1,0.1405,0.719,0.6113
7436,-9077.312372024195,7505.330506372699,0.1464000000000067,0,0.2864,0.9606,0.7942
6804,-6948.541016187163,3763.9904935636437,0.41675000000000517,0,0.8289,0.7353,0.3983
9531,-4010.209646769798,2713.1380852676934,0.2128000000000105,0,0.4164,0.4244,0.2871
1581,-8809.04904976156,9238.435060702532,,0,,0.9322,0.9776
3071,-9233.229302211992,6617.96132184941,0.1564499999999954,1,0.2267,0.9771,0.7003
6618,-6616.3319101513025,181.56474603671091,0.46420000000000317,1,0.858,0.7002,0.0192
9758,-4196.616951297047,5079.448577329797,0.0218999999999981,0,0.0148,0.4441,0.5375
1936,-3797.662014695527,8408.715189763821,0.04635,0,0.0927,0.4019,0.8898
8745,-1588.9296762174363,,0.3139499999999974,1,0.5373,0.1682,
8776,-7446.442181090011,5532.115080723468,0.4830000000000024,1,0.8888,0.788,0.5854
2838,,3091.145164510841,0.3191999999999989,0,0.6192,,0.3271
8320,-6309.593108266244,6665.170906754803,0.3281500000000016,0,0.5937,0.6677,0.7053
9709,-6962.706191658783,7966.4486150493385,0.3486,0,0.6972,0.7368,0.843
2893,,7721.690585239401,0.1841,0,0.3682,,0.8171
5622,-5600.144334685341,7530.847722221612,0.1149999999999968,1,0.148,0.5927,0.7969
3080,,5716.548361854502,0.427750000000003,1,0.8215,,0.6049
4485,-5090.418017707092,3155.4371599821757,0.0808999999999873,0,0.154,0.5387,0.3339
10116,-1520.283822255562,3791.549632808772,0.4897499999999863,1,0.9769,0.1609,0.4012
699,,2338.9256528169767,0.14409999999999878,1,0.147,,0.2475
247,-4759.683923369338,7596.030529391054,0.220199999999997,1,0.3464,0.5037,0.8038
4271,-6464.825026755935,440.37545131826715,0.0633,1,0.1266,0.6841,0.0466
4901,-2544.4865030044925,7441.0656109013635,0.3687499999999946,1,0.6445,0.2693,0.7874
6281,-8226.871843727113,6619.006633547518,0.1198999999999948,1,0.2384,0.8706,0.7004
474,-2868.1555154554917,6571.625848642124,0.3079500000000053,1,0.5839,0.3036,0.6954
5505,-8504.365282970824,6670.99947694345,0.031299999999991,1,0.0366,0.9,0.7059
2503,,2613.0617452682595,0.31714999999999677,1,0.5035,,0.2765
6210,-4901.115678085519,,0.21339999999999712,1,0.403,0.5187,
6203,-8810.234061459667,4103.240793184369,0.1032,0,0.2064,0.9323,0.4342
7339,-5157.44384827275,57.699013584580015,0.1518999999999914,0,0.3026,0.5458,0.0061
5469,-9296.30508598522,9430.30413541843,0.298,1,0.596,0.9838,0.9979
43,-9131.128038816341,,0.507350000000001,1,0.9699,0.9663,
4395,-166.95707056509295,4048.4338146941127,0.1207499999999916,0,0.2343,0.0177,0.4284
7232,-6108.265616569268,6139.7897026068285,0.2574499999999938,1,0.4151,0.6464,0.6497
8833,-5304.8856731775795,4347.072511296199,0.5411000000000029,1,0.9262,0.5614,0.46
2827,-803.6149550897967,8220.763861840356,0.4604999999999955,1,0.908,0.0851,0.8699
3852,-4530.076080729126,,0.440850000000004,0,0.8669,0.4794,
403,,1807.9204784803542,0.16325000000000311,1,0.3109,,0.1913
1443,,1248.3706532004953,0.2060999999999982,0,0.4046,,0.1321
935,-2326.1188007415744,8491.909919197313,0.534500000000003,1,0.9314,0.2462,0.8986
2936,,7797.44812108803,0.065700000000006,1,0.1122,,0.8251
9027,-1865.023092064934,4060.729166769515,0.31714999999999516,1,0.5327,0.1974,0.4297
1914,-5960.45379166444,1470.5822022558448,0.24350000000000158,1,0.4488,0.6308,0.1556
1722,,3284.977262622954,0.0868500000000032,1,0.1277,,0.3476
9449,-5082.45792412223,6265.439458455175,0.0256500000000048,1,0.0433,0.5379,0.663
596,,4164.67605356138,0.3514000000000023,0,0.6774,,0.4407
6244,-6673.082612037774,7346.530741090576,0.1512999999999912,0,0.292,0.7062,0.7774
7159,-8500.665236178393,3822.636418846332,0.19209999999999539,1,0.2004,0.8996,0.4045
9181,-3749.486418092026,903.6029833911232,0.20614999999999822,1,0.3773,0.3968,0.0956
6639,-7204.679186374396,8511.72036485758,0.08885,0,0.1777,0.7624,0.9007
4761,-589.2854347287297,8705.478838897381,0.0353090865842058,0,0.0591,0.0624,0.9212
5967,-2839.4701528141472,,0.172850000000009,0,0.3443,0.3005,
752,-5203.749421480036,4022.9668988452004,0.1410499999999949,0,0.2473,0.5507,0.4257
2881,-7236.539584110064,7732.110013918588,0.4022499999999974,1,0.7169,0.7658,0.8182
4884,-7558.188573164848,7230.288202223309,0.396,1,0.792,0.7999,0.7651
1857,-7250.674759581682,4152.579601485978,0.06749999999999891,1,0.0396,0.7673,0.4394
5529,-2273.6431573456416,320.4371656585678,0.2972999999999959,1,0.582,0.2407,0.0339
2406,-2035.315197724351,8756.499694667518,0.0925499999999948,0,0.1837,0.2154,0.9266
45,,4193.033904504617,0.1350500000000001,0,0.2611,,0.4437
8734,-5048.657502990346,6813.560443357738,0.488999999999992,0,0.9468,0.5343,0.721
4952,-2459.075450174784,555.7151784874271,0.0171000000000082,1,0.026,0.2603,0.0588
9880,-6736.678395811002,3668.539812054749,0.3219999999999917,0,0.582,0.7129,0.3882
5369,-5927.318382230664,3283.920150924846,0.41095,1,0.8219,0.6273,0.3475
6984,-5015.728045299199,3794.2459984660986,0.1518890080429015,0,0.2816,0.5308,0.4015
8189,-6081.565289022247,2686.7048577206724,0.3445499999999987,0,0.6575,0.6436,0.2843
6381,-550.5376043106131,2367.2835155249186,0.2768774509803999,0,0.5347,0.0583,0.2505
9005,-6178.871493927358,1159.5558535783557,0.2153500000000007,1,0.3185,0.6539,0.1227
9264,-5532.733492421577,4123.087438844635,0.27305,0,0.5461,0.5855,0.4363
